name,composition,manufacturer,pack_size,mrp
Dolo 650 Syrup,Dolo 650 + Excipients,Pharma_48,24,348.43
Medicine_1099,Unknown Composition,Pharma_99,4,52.67
Ofloxacin 650mg,Ofloxacin + Excipients,Pharma_87,26,242.78
Otrivin Tablet,Otrivin + Excipients,Pharma_81,23,220.41
Amoxicillin Tablet,Amoxicillin + Excipients,Pharma_23,28,304.54
Ofloxacin 650mg,Ofloxacin + Excipients,Pharma_74,13,172.92
Medicine_5830,Unknown Composition,Pharma_15,26,436.14
Medicine_5262,Unknown Composition,Pharma_49,3,111.56
Levocetirizine Tablet,Levocetirizine + Excipients,Pharma_29,18,426.12
Benadryl Tablet,Benadryl + Excipients,Pharma_69,22,153.59
Cough Syrup 500mg,Cough Syrup + Excipients,Pharma_35,1,102.42
Amoxicillin 650mg,Amoxicillin + Excipients,Pharma_87,26,76.35
Maxtra Tablet,Maxtra + Excipients,Pharma_59,23,144.63
Combiflam 650mg,Combiflam + Excipients,Pharma_3,15,238.91
Amoxicillin 650mg,Amoxicillin + Excipients,Pharma_9,4,363.71
Medicine_8350,Unknown Composition,Pharma_3,24,423.3
Aceclofenac 650mg,Aceclofenac + Excipients,Pharma_87,6,377.64
Tramadol Tablet,Tramadol + Excipients,Pharma_28,9,131.83
Sumo Tablet,Sumo + Excipients,Pharma_72,15,46.33
Ofloxacin Syrup,Ofloxacin + Excipients,Pharma_95,8,324.15
Medicine_4666,Unknown Composition,Pharma_63,11,80.25
Otrivin 650mg,Otrivin + Excipients,Pharma_90,16,196.0
Medicine_2585,Unknown Composition,Pharma_3,26,226.02
Sinarest 650mg,Sinarest + Excipients,Pharma_1,7,189.97
Crocin Syrup,Crocin + Excipients,Pharma_48,6,128.4
Cetirizine 500mg,Cetirizine + Excipients,Pharma_12,11,376.46
Dolo 650 500mg,Dolo 650 + Excipients,Pharma_16,14,448.12
Combiflam Tablet,Combiflam + Excipients,Pharma_47,14,370.55
Medicine_8153,Unknown Composition,Pharma_75,4,232.89
Cetirizine 650mg,Cetirizine + Excipients,Pharma_14,2,372.68
Medicine_2560,Unknown Composition,Pharma_22,26,484.3
Medicine_3119,Unknown Composition,Pharma_3,24,168.2
Sinarest 500mg,Sinarest + Excipients,Pharma_87,29,89.8
Ibuprofen 650mg,Ibuprofen + Excipients,Pharma_90,27,250.02
Sumo 500mg,Sumo + Excipients,Pharma_26,3,349.69
Aceclofenac Syrup,Aceclofenac + Excipients,Pharma_41,1,426.75
Medicine_4380,Unknown Composition,Pharma_34,14,87.1
Otrivin Syrup,Otrivin + Excipients,Pharma_18,5,158.24
Aceclofenac 500mg,Aceclofenac + Excipients,Pharma_88,18,343.8
Combiflam 500mg,Combiflam + Excipients,Pharma_65,16,202.8
Dextromethorphan 500mg,Dextromethorphan + Excipients,Pharma_81,29,380.44
Medicine_3579,Unknown Composition,Pharma_30,15,39.46
Medicine_6827,Unknown Composition,Pharma_76,8,263.54
Medicine_9592,Unknown Composition,Pharma_60,12,110.17
Aceclofenac Tablet,Aceclofenac + Excipients,Pharma_95,13,342.24
Diclofenac 650mg,Diclofenac + Excipients,Pharma_90,5,28.48
Combiflam 500mg,Combiflam + Excipients,Pharma_85,14,355.65
Volini 500mg,Volini + Excipients,Pharma_85,15,125.17
Medicine_3028,Unknown Composition,Pharma_71,15,66.69
Amoxicillin 650mg,Amoxicillin + Excipients,Pharma_92,11,76.77
Sumo Syrup,Sumo + Excipients,Pharma_83,5,423.37
Medicine_5637,Unknown Composition,Pharma_73,20,62.0
Volini Tablet,Volini + Excipients,Pharma_43,5,96.69
Benadryl Syrup,Benadryl + Excipients,Pharma_6,20,423.61
Medicine_9900,Unknown Composition,Pharma_60,3,407.86
Cough Syrup 500mg,Cough Syrup + Excipients,Pharma_93,25,86.85
Ascoril Tablet,Ascoril + Excipients,Pharma_8,5,49.01
Medicine_8422,Unknown Composition,Pharma_31,19,259.77
Medicine_4808,Unknown Composition,Pharma_95,5,420.6
Medicine_1284,Unknown Composition,Pharma_27,6,54.89
Medicine_1934,Unknown Composition,Pharma_6,2,368.23
Medicine_5563,Unknown Composition,Pharma_81,5,390.36
Dextromethorphan Syrup,Dextromethorphan + Excipients,Pharma_61,24,73.96
Volini 500mg,Volini + Excipients,Pharma_77,21,442.72
Cetirizine 650mg,Cetirizine + Excipients,Pharma_47,21,171.41
Volini Tablet,Volini + Excipients,Pharma_1,17,321.58
Ofloxacin 500mg,Ofloxacin + Excipients,Pharma_54,20,302.87
Medicine_5394,Unknown Composition,Pharma_60,10,499.27
Dolo 650 Tablet,Dolo 650 + Excipients,Pharma_68,25,388.85
Crocin Tablet,Crocin + Excipients,Pharma_90,20,397.06
Medicine_4353,Unknown Composition,Pharma_71,29,377.52
Diclofenac 650mg,Diclofenac + Excipients,Pharma_18,22,413.47
Medicine_9567,Unknown Composition,Pharma_48,16,391.09
Maxtra 650mg,Maxtra + Excipients,Pharma_3,28,392.07
Cetirizine 650mg,Cetirizine + Excipients,Pharma_63,3,183.36
Ibuprofen Tablet,Ibuprofen + Excipients,Pharma_11,24,374.87
Amoxicillin Syrup,Amoxicillin + Excipients,Pharma_86,25,61.27
Crocin Syrup,Crocin + Excipients,Pharma_11,13,349.42
Cough Syrup 500mg,Cough Syrup + Excipients,Pharma_36,16,415.52
Dextromethorphan 500mg,Dextromethorphan + Excipients,Pharma_13,17,379.91
Ofloxacin Syrup,Ofloxacin + Excipients,Pharma_94,20,144.11
Levocetirizine Tablet,Levocetirizine + Excipients,Pharma_58,3,340.6
Maxtra 650mg,Maxtra + Excipients,Pharma_73,17,252.84
Medicine_5514,Unknown Composition,Pharma_70,20,460.02
Medicine_2653,Unknown Composition,Pharma_28,11,34.62
Tramadol 500mg,Tramadol + Excipients,Pharma_39,20,178.24
Medicine_6975,Unknown Composition,Pharma_25,6,251.73
Augmentin 500mg,Augmentin + Excipients,Pharma_15,24,260.84
Volini Syrup,Volini + Excipients,Pharma_15,9,480.13
Medicine_2143,Unknown Composition,Pharma_59,17,171.26
Medicine_7339,Unknown Composition,Pharma_38,6,198.29
Benadryl 500mg,Benadryl + Excipients,Pharma_93,19,446.58
Azithromycin Syrup,Azithromycin + Excipients,Pharma_43,28,232.12
Volini 500mg,Volini + Excipients,Pharma_73,21,410.96
Medicine_9693,Unknown Composition,Pharma_25,1,99.38
Medicine_9839,Unknown Composition,Pharma_75,28,116.8
Dolo 650 Syrup,Dolo 650 + Excipients,Pharma_13,2,45.86
Volini 500mg,Volini + Excipients,Pharma_46,17,94.88
Sumo Tablet,Sumo + Excipients,Pharma_86,14,315.45
Otrivin Syrup,Otrivin + Excipients,Pharma_18,26,491.65
Medicine_5654,Unknown Composition,Pharma_18,19,227.48
Medicine_1146,Unknown Composition,Pharma_52,10,25.09
Diclofenac 650mg,Diclofenac + Excipients,Pharma_95,1,345.63
Ambroxol 650mg,Ambroxol + Excipients,Pharma_53,12,11.28
Medicine_9735,Unknown Composition,Pharma_45,16,464.43
Medicine_8985,Unknown Composition,Pharma_13,3,50.46
Levocetirizine 500mg,Levocetirizine + Excipients,Pharma_6,26,459.5
Benadryl 500mg,Benadryl + Excipients,Pharma_68,10,89.76
Paracetamol Syrup,Paracetamol + Excipients,Pharma_84,7,272.19
Medicine_8081,Unknown Composition,Pharma_17,29,79.88
Paracetamol 650mg,Paracetamol + Excipients,Pharma_48,25,327.65
Medicine_2401,Unknown Composition,Pharma_20,2,71.72
Aceclofenac Tablet,Aceclofenac + Excipients,Pharma_75,16,76.17
Medicine_4984,Unknown Composition,Pharma_31,6,133.33
Maxtra 500mg,Maxtra + Excipients,Pharma_78,25,40.49
Medicine_7200,Unknown Composition,Pharma_20,24,323.62
Ambroxol 500mg,Ambroxol + Excipients,Pharma_78,22,152.86
Cetirizine Tablet,Cetirizine + Excipients,Pharma_92,4,231.56
Maxtra 650mg,Maxtra + Excipients,Pharma_31,26,30.35
Medicine_4404,Unknown Composition,Pharma_49,11,316.66
Ambroxol Tablet,Ambroxol + Excipients,Pharma_32,24,490.98
Medicine_9796,Unknown Composition,Pharma_16,8,332.37
Ibuprofen Tablet,Ibuprofen + Excipients,Pharma_51,29,245.26
Levocetirizine Tablet,Levocetirizine + Excipients,Pharma_64,1,446.75
Ascoril 650mg,Ascoril + Excipients,Pharma_50,16,99.25
Paracetamol Syrup,Paracetamol + Excipients,Pharma_82,29,185.8
Ascoril 650mg,Ascoril + Excipients,Pharma_51,12,87.11
Ascoril Tablet,Ascoril + Excipients,Pharma_11,23,145.51
Medicine_7485,Unknown Composition,Pharma_9,27,106.97
Medicine_9809,Unknown Composition,Pharma_4,9,231.76
Cough Syrup 650mg,Cough Syrup + Excipients,Pharma_34,5,184.81
Aceclofenac Syrup,Aceclofenac + Excipients,Pharma_6,27,458.47
Crocin 500mg,Crocin + Excipients,Pharma_95,14,163.72
Medicine_8545,Unknown Composition,Pharma_14,20,169.63
Combiflam 650mg,Combiflam + Excipients,Pharma_56,8,307.58
Crocin 650mg,Crocin + Excipients,Pharma_18,23,171.48
Ofloxacin Syrup,Ofloxacin + Excipients,Pharma_70,11,274.02
Tramadol Syrup,Tramadol + Excipients,Pharma_30,20,92.64
Tramadol Tablet,Tramadol + Excipients,Pharma_95,21,358.62
Levocetirizine Syrup,Levocetirizine + Excipients,Pharma_19,24,384.39
Tramadol 500mg,Tramadol + Excipients,Pharma_49,24,235.24
Medicine_9182,Unknown Composition,Pharma_53,28,406.06
Medicine_7978,Unknown Composition,Pharma_53,14,187.57
Medicine_3053,Unknown Composition,Pharma_56,29,20.79
Maxtra 650mg,Maxtra + Excipients,Pharma_30,10,428.83
Cetirizine 500mg,Cetirizine + Excipients,Pharma_22,15,13.84
Ascoril 650mg,Ascoril + Excipients,Pharma_16,1,245.95
Benadryl 500mg,Benadryl + Excipients,Pharma_55,10,60.64
Volini Syrup,Volini + Excipients,Pharma_97,20,340.63
Ascoril 500mg,Ascoril + Excipients,Pharma_6,16,410.95
Crocin 650mg,Crocin + Excipients,Pharma_87,10,174.65
Tramadol 500mg,Tramadol + Excipients,Pharma_97,4,87.25
Medicine_7716,Unknown Composition,Pharma_49,20,124.36
Aceclofenac Syrup,Aceclofenac + Excipients,Pharma_69,25,387.7
Otrivin 650mg,Otrivin + Excipients,Pharma_48,14,491.42
Medicine_6487,Unknown Composition,Pharma_34,15,354.83
Medicine_5407,Unknown Composition,Pharma_39,21,315.48
Sinarest 500mg,Sinarest + Excipients,Pharma_18,4,187.99
Otrivin Tablet,Otrivin + Excipients,Pharma_53,14,290.75
Medicine_6490,Unknown Composition,Pharma_84,9,294.52
Medicine_8578,Unknown Composition,Pharma_79,6,98.31
Medicine_5010,Unknown Composition,Pharma_70,21,260.47
Tramadol 500mg,Tramadol + Excipients,Pharma_46,15,14.42
Medicine_4218,Unknown Composition,Pharma_15,18,159.62
Paracetamol Syrup,Paracetamol + Excipients,Pharma_62,19,91.44
Aceclofenac 650mg,Aceclofenac + Excipients,Pharma_84,11,414.65
Cough Syrup 500mg,Cough Syrup + Excipients,Pharma_52,21,286.6
Ibuprofen 650mg,Ibuprofen + Excipients,Pharma_95,23,197.78
Ambroxol 500mg,Ambroxol + Excipients,Pharma_74,6,102.41
Medicine_6887,Unknown Composition,Pharma_12,13,294.97
Diclofenac Tablet,Diclofenac + Excipients,Pharma_11,25,443.94
Levocetirizine 500mg,Levocetirizine + Excipients,Pharma_44,16,380.86
Medicine_1905,Unknown Composition,Pharma_57,29,419.65
Medicine_1184,Unknown Composition,Pharma_91,27,496.28
Cough Syrup Tablet,Cough Syrup + Excipients,Pharma_35,26,193.89
Paracetamol 500mg,Paracetamol + Excipients,Pharma_44,18,138.43
Maxtra 650mg,Maxtra + Excipients,Pharma_19,18,222.82
Paracetamol 500mg,Paracetamol + Excipients,Pharma_46,16,162.03
Cough Syrup Tablet,Cough Syrup + Excipients,Pharma_65,22,198.03
Medicine_7313,Unknown Composition,Pharma_96,8,225.05
Cetirizine 500mg,Cetirizine + Excipients,Pharma_95,19,337.41
Cetirizine Syrup,Cetirizine + Excipients,Pharma_66,22,327.91
Tramadol Tablet,Tramadol + Excipients,Pharma_93,1,248.23
Ambroxol Syrup,Ambroxol + Excipients,Pharma_41,29,195.85
Ascoril 500mg,Ascoril + Excipients,Pharma_22,6,113.6
Levocetirizine 650mg,Levocetirizine + Excipients,Pharma_55,23,118.63
Medicine_2774,Unknown Composition,Pharma_50,25,255.0
Medicine_1417,Unknown Composition,Pharma_46,28,309.68
Paracetamol 500mg,Paracetamol + Excipients,Pharma_17,10,41.82
Medicine_2100,Unknown Composition,Pharma_20,12,269.96
Dextromethorphan 500mg,Dextromethorphan + Excipients,Pharma_13,17,158.55
Levocetirizine 650mg,Levocetirizine + Excipients,Pharma_74,22,433.88
Medicine_1918,Unknown Composition,Pharma_23,25,93.15
Medicine_1244,Unknown Composition,Pharma_46,24,225.25
Otrivin 650mg,Otrivin + Excipients,Pharma_77,11,202.9
Medicine_2706,Unknown Composition,Pharma_16,3,389.59
Diclofenac 500mg,Diclofenac + Excipients,Pharma_98,20,208.53
Medicine_4890,Unknown Composition,Pharma_29,9,393.0
Medicine_7619,Unknown Composition,Pharma_92,13,221.07
Amoxicillin Tablet,Amoxicillin + Excipients,Pharma_48,11,455.81
Medicine_8402,Unknown Composition,Pharma_60,22,164.51
Medicine_6586,Unknown Composition,Pharma_54,7,37.33
Volini 650mg,Volini + Excipients,Pharma_86,1,45.71
Maxtra Tablet,Maxtra + Excipients,Pharma_88,22,271.43
Crocin 650mg,Crocin + Excipients,Pharma_53,4,217.62
Medicine_1007,Unknown Composition,Pharma_1,3,80.38
Augmentin Syrup,Augmentin + Excipients,Pharma_87,26,137.76
Medicine_1314,Unknown Composition,Pharma_64,28,331.26
Medicine_1572,Unknown Composition,Pharma_11,6,140.39
Tramadol 500mg,Tramadol + Excipients,Pharma_49,13,280.48
Benadryl 650mg,Benadryl + Excipients,Pharma_45,9,379.39
Azithromycin 650mg,Azithromycin + Excipients,Pharma_38,1,386.74
Aceclofenac 500mg,Aceclofenac + Excipients,Pharma_87,14,491.74
Sinarest 500mg,Sinarest + Excipients,Pharma_84,19,143.74
Crocin Syrup,Crocin + Excipients,Pharma_98,15,239.09
Benadryl Tablet,Benadryl + Excipients,Pharma_3,9,421.22
Medicine_7965,Unknown Composition,Pharma_16,6,334.78
Paracetamol Syrup,Paracetamol + Excipients,Pharma_33,22,201.3
Tramadol 500mg,Tramadol + Excipients,Pharma_23,7,226.09
Medicine_5260,Unknown Composition,Pharma_54,4,325.23
Ambroxol 650mg,Ambroxol + Excipients,Pharma_40,19,394.26
Medicine_4804,Unknown Composition,Pharma_78,15,58.47
Tramadol Syrup,Tramadol + Excipients,Pharma_28,28,138.03
Ascoril Syrup,Ascoril + Excipients,Pharma_9,13,283.87
Sinarest Tablet,Sinarest + Excipients,Pharma_47,1,186.17
Sinarest Syrup,Sinarest + Excipients,Pharma_40,2,181.71
Combiflam 500mg,Combiflam + Excipients,Pharma_58,23,129.77
Aceclofenac 500mg,Aceclofenac + Excipients,Pharma_22,19,324.49
Benadryl Syrup,Benadryl + Excipients,Pharma_61,17,154.6
Crocin Syrup,Crocin + Excipients,Pharma_98,12,411.93
Medicine_1093,Unknown Composition,Pharma_78,28,141.53
Medicine_9529,Unknown Composition,Pharma_9,26,479.09
Aceclofenac 500mg,Aceclofenac + Excipients,Pharma_62,21,348.45
Medicine_8138,Unknown Composition,Pharma_87,28,289.23
Aceclofenac Syrup,Aceclofenac + Excipients,Pharma_71,18,88.79
Medicine_6762,Unknown Composition,Pharma_25,15,283.78
Ofloxacin Tablet,Ofloxacin + Excipients,Pharma_63,24,453.0
Medicine_9595,Unknown Composition,Pharma_95,10,223.58
Dextromethorphan Tablet,Dextromethorphan + Excipients,Pharma_93,19,437.71
Cetirizine Syrup,Cetirizine + Excipients,Pharma_80,2,224.07
Ascoril 500mg,Ascoril + Excipients,Pharma_26,24,366.74
Dextromethorphan 650mg,Dextromethorphan + Excipients,Pharma_54,29,390.54
Diclofenac 500mg,Diclofenac + Excipients,Pharma_30,20,11.7
Sumo 650mg,Sumo + Excipients,Pharma_51,16,250.64
Medicine_6780,Unknown Composition,Pharma_51,13,469.99
Medicine_6688,Unknown Composition,Pharma_60,22,171.16
Ibuprofen 650mg,Ibuprofen + Excipients,Pharma_82,12,402.4
Paracetamol 650mg,Paracetamol + Excipients,Pharma_61,8,176.46
Medicine_9242,Unknown Composition,Pharma_82,11,114.21
Maxtra 650mg,Maxtra + Excipients,Pharma_56,12,264.68
Aceclofenac 650mg,Aceclofenac + Excipients,Pharma_53,8,431.67
Maxtra 650mg,Maxtra + Excipients,Pharma_65,29,406.0
Medicine_4979,Unknown Composition,Pharma_44,8,117.3
Maxtra 500mg,Maxtra + Excipients,Pharma_49,13,404.63
Medicine_9489,Unknown Composition,Pharma_75,11,164.79
Aceclofenac Tablet,Aceclofenac + Excipients,Pharma_10,22,150.91
Azithromycin Tablet,Azithromycin + Excipients,Pharma_29,4,383.08
Cough Syrup Syrup,Cough Syrup + Excipients,Pharma_39,16,232.43
Azithromycin Syrup,Azithromycin + Excipients,Pharma_68,26,236.44
Dextromethorphan 500mg,Dextromethorphan + Excipients,Pharma_43,28,343.85
Medicine_1762,Unknown Composition,Pharma_5,5,326.93
Ambroxol Syrup,Ambroxol + Excipients,Pharma_42,17,436.9
Dextromethorphan Syrup,Dextromethorphan + Excipients,Pharma_94,21,492.6
Aceclofenac Tablet,Aceclofenac + Excipients,Pharma_14,18,237.55
Dolo 650 Syrup,Dolo 650 + Excipients,Pharma_57,25,306.76
Tramadol Tablet,Tramadol + Excipients,Pharma_49,6,320.07
Medicine_9195,Unknown Composition,Pharma_28,28,153.25
Medicine_9768,Unknown Composition,Pharma_30,11,435.37
Medicine_7706,Unknown Composition,Pharma_83,16,173.07
Levocetirizine Syrup,Levocetirizine + Excipients,Pharma_38,20,257.53
Augmentin 500mg,Augmentin + Excipients,Pharma_26,1,102.83
Combiflam 500mg,Combiflam + Excipients,Pharma_81,12,397.99
Medicine_1832,Unknown Composition,Pharma_14,5,414.64
Ibuprofen Tablet,Ibuprofen + Excipients,Pharma_88,27,179.27
Cetirizine 650mg,Cetirizine + Excipients,Pharma_47,14,87.29
Azithromycin Syrup,Azithromycin + Excipients,Pharma_75,19,259.41
Medicine_2066,Unknown Composition,Pharma_93,2,387.76
Medicine_4861,Unknown Composition,Pharma_46,21,353.87
Ambroxol Tablet,Ambroxol + Excipients,Pharma_25,20,150.01
Tramadol 650mg,Tramadol + Excipients,Pharma_8,28,251.71
Medicine_5919,Unknown Composition,Pharma_51,5,104.51
Benadryl 650mg,Benadryl + Excipients,Pharma_84,10,271.61
Medicine_2320,Unknown Composition,Pharma_74,15,84.5
Tramadol 650mg,Tramadol + Excipients,Pharma_56,20,493.14
Volini 650mg,Volini + Excipients,Pharma_74,17,200.64
Cough Syrup Syrup,Cough Syrup + Excipients,Pharma_35,26,58.44
Medicine_7617,Unknown Composition,Pharma_8,29,72.01
Paracetamol Tablet,Paracetamol + Excipients,Pharma_95,14,115.2
Medicine_6398,Unknown Composition,Pharma_12,3,164.07
Ambroxol 650mg,Ambroxol + Excipients,Pharma_26,3,250.28
Medicine_1679,Unknown Composition,Pharma_39,21,160.02
Medicine_3830,Unknown Composition,Pharma_38,15,80.15
Cetirizine 650mg,Cetirizine + Excipients,Pharma_11,18,422.02
Sumo 500mg,Sumo + Excipients,Pharma_9,16,124.24
Medicine_2165,Unknown Composition,Pharma_49,10,307.87
Sinarest Tablet,Sinarest + Excipients,Pharma_91,11,36.9
Medicine_1551,Unknown Composition,Pharma_57,27,94.19
Sinarest Tablet,Sinarest + Excipients,Pharma_72,26,441.48
Cetirizine Syrup,Cetirizine + Excipients,Pharma_20,1,254.54
Medicine_2519,Unknown Composition,Pharma_52,3,13.96
Maxtra 500mg,Maxtra + Excipients,Pharma_80,21,34.69
Ascoril Syrup,Ascoril + Excipients,Pharma_63,8,21.05
Ofloxacin 500mg,Ofloxacin + Excipients,Pharma_98,14,485.87
Ambroxol 650mg,Ambroxol + Excipients,Pharma_60,24,361.29
Dolo 650 Syrup,Dolo 650 + Excipients,Pharma_52,26,28.43
Medicine_8755,Unknown Composition,Pharma_43,21,498.4
Medicine_8216,Unknown Composition,Pharma_87,26,335.49
Maxtra 650mg,Maxtra + Excipients,Pharma_68,11,377.01
Otrivin 500mg,Otrivin + Excipients,Pharma_72,14,402.13
Medicine_7819,Unknown Composition,Pharma_66,11,233.74
Medicine_2509,Unknown Composition,Pharma_44,10,301.91
Cough Syrup 650mg,Cough Syrup + Excipients,Pharma_47,22,134.58
Combiflam Syrup,Combiflam + Excipients,Pharma_56,21,410.49
Medicine_2959,Unknown Composition,Pharma_3,11,289.69
Ibuprofen 650mg,Ibuprofen + Excipients,Pharma_56,10,160.26
Medicine_8977,Unknown Composition,Pharma_7,4,379.57
Sumo 650mg,Sumo + Excipients,Pharma_83,29,406.59
Medicine_6201,Unknown Composition,Pharma_42,16,49.79
Ibuprofen Tablet,Ibuprofen + Excipients,Pharma_38,13,289.4
Augmentin Tablet,Augmentin + Excipients,Pharma_94,18,305.42
Volini Tablet,Volini + Excipients,Pharma_90,14,258.17
Medicine_8817,Unknown Composition,Pharma_63,15,403.99
Medicine_8969,Unknown Composition,Pharma_28,4,390.92
Dextromethorphan Syrup,Dextromethorphan + Excipients,Pharma_54,9,183.92
Augmentin Tablet,Augmentin + Excipients,Pharma_71,5,150.12
Medicine_3162,Unknown Composition,Pharma_13,8,84.7
Medicine_2375,Unknown Composition,Pharma_62,29,289.09
Ambroxol Syrup,Ambroxol + Excipients,Pharma_13,14,235.59
Paracetamol 650mg,Paracetamol + Excipients,Pharma_80,28,207.13
Benadryl Syrup,Benadryl + Excipients,Pharma_63,9,298.63
Cetirizine Syrup,Cetirizine + Excipients,Pharma_28,17,57.4
Dolo 650 Syrup,Dolo 650 + Excipients,Pharma_13,8,198.07
Medicine_1456,Unknown Composition,Pharma_56,21,389.91
Ibuprofen Tablet,Ibuprofen + Excipients,Pharma_66,6,349.36
Dolo 650 Syrup,Dolo 650 + Excipients,Pharma_74,7,146.67
Medicine_6230,Unknown Composition,Pharma_23,8,345.47
Otrivin Tablet,Otrivin + Excipients,Pharma_79,2,85.6
Ibuprofen 650mg,Ibuprofen + Excipients,Pharma_31,2,247.54
Ascoril Tablet,Ascoril + Excipients,Pharma_70,11,267.23
Medicine_5793,Unknown Composition,Pharma_69,2,15.15
Cough Syrup Syrup,Cough Syrup + Excipients,Pharma_1,3,452.82
Medicine_3860,Unknown Composition,Pharma_86,11,24.46
Crocin 500mg,Crocin + Excipients,Pharma_1,3,475.87
Medicine_8820,Unknown Composition,Pharma_88,20,96.18
Azithromycin 650mg,Azithromycin + Excipients,Pharma_52,10,318.23
Medicine_6165,Unknown Composition,Pharma_3,9,199.9
Azithromycin Tablet,Azithromycin + Excipients,Pharma_8,1,100.95
Diclofenac Syrup,Diclofenac + Excipients,Pharma_50,7,463.37
Medicine_2296,Unknown Composition,Pharma_78,16,151.99
Amoxicillin Tablet,Amoxicillin + Excipients,Pharma_44,29,194.9
Medicine_3996,Unknown Composition,Pharma_59,24,340.78
Medicine_2059,Unknown Composition,Pharma_89,3,395.94
Ascoril Syrup,Ascoril + Excipients,Pharma_79,14,163.85
Medicine_6054,Unknown Composition,Pharma_91,27,315.19
Sumo Syrup,Sumo + Excipients,Pharma_41,9,198.99
Tramadol Syrup,Tramadol + Excipients,Pharma_21,13,252.44
Cetirizine 500mg,Cetirizine + Excipients,Pharma_44,24,173.27
Augmentin Tablet,Augmentin + Excipients,Pharma_64,21,382.28
Paracetamol 650mg,Paracetamol + Excipients,Pharma_26,26,217.78
Medicine_9556,Unknown Composition,Pharma_76,24,337.03
Cough Syrup 650mg,Cough Syrup + Excipients,Pharma_69,7,317.23
Cough Syrup Syrup,Cough Syrup + Excipients,Pharma_77,29,308.32
Volini Tablet,Volini + Excipients,Pharma_76,21,292.98
Medicine_5547,Unknown Composition,Pharma_58,24,105.42
Diclofenac 500mg,Diclofenac + Excipients,Pharma_13,1,284.72
Sinarest 650mg,Sinarest + Excipients,Pharma_68,20,318.22
Dextromethorphan 500mg,Dextromethorphan + Excipients,Pharma_91,26,104.25
Ascoril 650mg,Ascoril + Excipients,Pharma_16,9,179.74
Combiflam Tablet,Combiflam + Excipients,Pharma_45,7,347.97
Cetirizine Tablet,Cetirizine + Excipients,Pharma_40,5,231.44
Tramadol 650mg,Tramadol + Excipients,Pharma_16,21,215.71
Ibuprofen Syrup,Ibuprofen + Excipients,Pharma_94,1,259.34
Crocin Tablet,Crocin + Excipients,Pharma_95,20,37.83
Dolo 650 Syrup,Dolo 650 + Excipients,Pharma_86,19,439.01
Levocetirizine 500mg,Levocetirizine + Excipients,Pharma_86,8,435.83
Medicine_3886,Unknown Composition,Pharma_44,17,291.13
